SaleDate,PRODUCT_CATEGORY,UNIT_OF_MEASURE,RecordNo,TOTAL_$,CountBasedTotal,DollarCountBasedTotal,WeightBasedTotal,DollarWeightBasedTotal,Quantity,CCCLastUpdated
1/3/2019,Infused (non-edible),Each,301,13615.02,208,13615.02,0,0,208,3/22/2024
1/4/2019,Concentrate (Each),Each,309,166627.54,3127,166627.54,0,0,3127,3/22/2024
1/4/2019,Buds,Each,309,96,8,96,0,0,8,3/22/2024
1/4/2019,Concentrate,Each,309,9611.34,167,9611.34,0,0,167,3/22/2024
1/4/2019,Shake/Trim (by strain),Grams,309,9061.76,0,0,589.75,9061.76,589.75,3/22/2024
1/4/2019,Concentrate,Grams,309,2748,0,0,42.5,2748,42.5,3/22/2024
1/4/2019,Infused (non-edible),Each,309,24190,370,24190,0,0,370,3/22/2024
1/4/2019,Infused (edible),Each,309,17433.63,719,17433.63,0,0,719,3/22/2024
1/4/2019,Buds,Grams,309,207534.26,0,0,14570.95,207534.26,14570.95,3/22/2024
1/5/2019,Concentrate,Each,317,6061.7,103,6061.7,0,0,103,3/22/2024
1/5/2019,Infused (edible),Each,317,34532.46,1604,34532.46,0,0,1604,3/22/2024
1/5/2019,Infused (non-edible),Each,317,17990,261,17990,0,0,261,3/22/2024
1/5/2019,Concentrate,Grams,317,2844,0,0,41,2844,41,3/22/2024
1/5/2019,Shake/Trim (by strain),Grams,317,14278.56,0,0,988,14278.56,988,3/22/2024
1/5/2019,Concentrate (Each),Each,317,173215.92,2990,173215.92,0,0,2990,3/22/2024
1/5/2019,Buds,Each,317,20266.23,1706,20266.23,0,0,1706,3/22/2024
1/5/2019,Buds,Grams,317,212562.72,0,0,14766.47,212562.72,14766.47,3/22/2024
1/6/2019,Concentrate,Grams,325,2319.6,0,0,38,2319.6,38,3/22/2024
1/6/2019,Shake/Trim (by strain),Grams,325,11656.72,0,0,772.5,11656.72,772.5,3/22/2024
1/6/2019,Buds,Grams,325,173936.67,0,0,12075.84,173936.67,12075.84,3/22/2024
1/6/2019,Concentrate,Each,325,5050.63,86,5050.63,0,0,86,3/22/2024
1/6/2019,Infused (non-edible),Each,325,20080,303,20080,0,0,303,3/22/2024
1/6/2019,Infused (edible),Each,325,11442.8,622,11442.8,0,0,622,3/22/2024
1/6/2019,Buds,Each,325,20312.92,1706,20312.92,0,0,1706,3/22/2024
1/6/2019,Concentrate (Each),Each,325,136719.87,2393,136719.87,0,0,2393,3/22/2024
1/7/2019,Buds,Each,333,13438.22,1126,13438.22,0,0,1126,3/22/2024
1/7/2019,Infused (edible),Each,333,8482.74,528,8482.74,0,0,528,3/22/2024
1/7/2019,Concentrate,Grams,333,3543.6,0,0,57,3543.6,57,3/22/2024
1/7/2019,Infused (non-edible),Each,333,18125,296,18125,0,0,296,3/22/2024
1/7/2019,Shake/Trim (by strain),Grams,333,7573.44,0,0,492.5,7573.44,492.5,3/22/2024
1/7/2019,Concentrate,Each,333,3180,53,3180,0,0,53,3/22/2024
1/7/2019,Buds,Grams,333,155980.15,0,0,10911.69,155980.15,10911.69,3/22/2024
1/7/2019,Concentrate (Each),Each,333,125711.06,2207,125711.06,0,0,2207,3/22/2024
1/8/2019,Infused (non-edible),Each,341,19055,318,19055,0,0,318,3/22/2024
1/8/2019,Infused (edible),Each,341,27141.31,981,27141.31,0,0,981,3/22/2024
1/8/2019,Kief,Grams,341,420,0,0,5.18,420,5.18,3/22/2024
1/8/2019,Shake/Trim (by strain),Grams,341,6241.2,0,0,404.5,6241.2,404.5,3/22/2024
1/8/2019,Concentrate (Each),Each,341,111973.12,1986,111973.12,0,0,1986,3/22/2024
1/8/2019,Buds,Grams,341,136252.66,0,0,9582.14,136252.66,9582.14,3/22/2024
1/8/2019,Concentrate,Grams,341,3096,0,0,44,3096,44,3/22/2024
1/8/2019,Buds,Each,341,14377.85,1205,14377.85,0,0,1205,3/22/2024
1/8/2019,Concentrate,Each,341,2107.53,36,2107.53,0,0,36,3/22/2024
1/9/2019,Shake/Trim (by strain),Grams,350,7341.61,0,0,482,7341.61,482,3/22/2024
1/9/2019,Infused (non-edible),Each,350,20950,336,20950,0,0,336,3/22/2024
1/9/2019,Concentrate,Grams,350,2052,0,0,31,2052,31,3/22/2024
1/9/2019,Kief,Grams,350,240,0,0,8,240,8,3/22/2024
1/9/2019,Buds,Each,350,15147.29,1271,15147.29,0,0,1271,3/22/2024
1/9/2019,Concentrate,Each,350,3122.86,55,3122.86,0,0,55,3/22/2024
1/9/2019,Buds,Grams,350,152618.1,0,0,10938.42,152618.1,10938.42,3/22/2024
1/9/2019,Infused (edible),Each,350,30770.18,1084,30770.18,0,0,1084,3/22/2024
1/9/2019,Concentrate (Each),Each,350,118301.29,2173,118301.29,0,0,2173,3/22/2024
1/10/2019,Buds,Grams,359,176189.08,0,0,12506.95,176189.08,12506.95,3/22/2024
1/10/2019,Concentrate,Grams,359,2820,0,0,45,2820,45,3/22/2024
1/10/2019,Buds,Each,359,13451.09,1132,13451.09,0,0,1132,3/22/2024
1/10/2019,Kief,Grams,359,360,0,0,12,360,12,3/22/2024
1/10/2019,Shake/Trim (by strain),Grams,359,6058.4,0,0,394,6058.4,394,3/22/2024
1/10/2019,Concentrate,Each,359,7244,84,7244,0,0,84,3/22/2024
1/10/2019,Infused (edible),Each,359,31679.35,1266,31679.35,0,0,1266,3/22/2024
1/10/2019,Infused (non-edible),Each,359,19710,303,19710,0,0,303,3/22/2024
1/10/2019,Concentrate (Each),Each,359,144886.71,2645,144886.71,0,0,2645,3/22/2024
1/11/2019,Infused (edible),Each,368,51342.91,2060,51342.91,0,0,2060,3/22/2024
1/11/2019,Kief,Grams,368,210,0,0,7,210,7,3/22/2024
1/11/2019,Buds,Grams,368,257254.57,0,0,17999.43,257254.57,17999.43,3/22/2024
1/11/2019,Infused (non-edible),Each,368,25175,391,25175,0,0,391,3/22/2024
1/11/2019,Concentrate,Each,368,18316.01,236,18316.01,0,0,236,3/22/2024
1/11/2019,Concentrate (Each),Each,368,184008.87,3215,184008.87,0,0,3215,3/22/2024
1/11/2019,Shake/Trim (by strain),Grams,368,7148.16,0,0,466.5,7148.16,466.5,3/22/2024
1/11/2019,Buds,Each,368,17815.82,1487,17815.82,0,0,1487,3/22/2024
1/11/2019,Concentrate,Grams,368,3757.7,0,0,61,3757.7,61,3/22/2024
1/12/2019,Concentrate,Each,377,13994.83,177,13994.83,0,0,177,3/22/2024
1/12/2019,Concentrate,Grams,377,4817,0,0,73.5,4817,73.5,3/22/2024
1/12/2019,Buds,Grams,377,279169.64,0,0,19096.2,279169.64,19096.2,3/22/2024
1/12/2019,Infused (edible),Each,377,53439.78,2087,53439.78,0,0,2087,3/22/2024
1/12/2019,Concentrate (Each),Each,377,207290.23,3424,207290.23,0,0,3424,3/22/2024
1/12/2019,Infused (non-edible),Each,377,27630,404,27630,0,0,404,3/22/2024
1/12/2019,Kief,Grams,377,504,0,0,17,504,17,3/22/2024
1/12/2019,Shake/Trim (by strain),Grams,377,12924.84,0,0,836.75,12924.84,836.75,3/22/2024
1/12/2019,Buds,Each,377,24471.68,2054,24471.68,0,0,2054,3/22/2024
1/13/2019,Shake/Trim (by strain),Grams,386,7354.56,0,0,479.75,7354.56,479.75,3/22/2024
1/13/2019,Buds,Grams,386,205489.35,0,0,14058.98,205489.35,14058.98,3/22/2024
1/13/2019,Concentrate,Grams,386,3066,0,0,44,3066,44,3/22/2024
1/13/2019,Concentrate,Each,386,10390.01,120,10390.01,0,0,120,3/22/2024
1/13/2019,Kief,Grams,386,270,0,0,9,270,9,3/22/2024
1/13/2019,Concentrate (Each),Each,386,165236.83,2975,165236.83,0,0,2975,3/22/2024
1/13/2019,Buds,Each,386,5383.17,454,5383.17,0,0,454,3/22/2024
1/13/2019,Infused (edible),Each,386,35305.95,1282,35305.95,0,0,1282,3/22/2024
1/13/2019,Infused (non-edible),Each,386,22245,322,22245,0,0,322,3/22/2024
1/14/2019,Kief,Grams,395,450,0,0,15,450,15,3/22/2024
1/14/2019,Infused (non-edible),Each,395,30515,438,30515,0,0,438,3/22/2024
1/14/2019,Infused (edible),Each,395,26650.97,971,26650.97,0,0,971,3/22/2024
1/14/2019,Buds,Each,395,12,1,12,0,0,1,3/22/2024
1/14/2019,Concentrate,Grams,395,3104,0,0,46,3104,46,3/22/2024
1/14/2019,Shake/Trim (by strain),Grams,395,6046.16,0,0,389.25,6046.16,389.25,3/22/2024
1/14/2019,Buds,Grams,395,204702.04,0,0,13999.2,204702.04,13999.2,3/22/2024
1/14/2019,Concentrate (Each),Each,395,144455.99,2510,144455.99,0,0,2510,3/22/2024
1/14/2019,Concentrate,Each,395,9340.44,110,9340.44,0,0,110,3/22/2024
1/15/2019,Buds,Grams,404,211565.91,0,0,14380.3,211565.91,14380.3,3/22/2024
1/15/2019,Infused (non-edible),Each,404,32013.15,467,32013.15,0,0,467,3/22/2024
1/15/2019,Infused (edible),Each,404,41716.71,1604,41716.71,0,0,1604,3/22/2024
1/15/2019,Concentrate,Each,404,8670.96,110,8670.96,0,0,110,3/22/2024
1/15/2019,Shake/Trim (by strain),Grams,404,5074.56,0,0,321.5,5074.56,321.5,3/22/2024
1/15/2019,Concentrate,Grams,404,3017,0,0,48.5,3017,48.5,3/22/2024
1/15/2019,Kief,Grams,404,300,0,0,10,300,10,3/22/2024
1/15/2019,Concentrate (Each),Each,404,138379.45,2365,138379.45,0,0,2365,3/22/2024
1/16/2019,Shake/Trim (by strain),Grams,412,3340.08,0,0,210.25,3340.08,210.25,3/22/2024
1/16/2019,Concentrate (Each),Each,412,155209.01,2642,155209.01,0,0,2642,3/22/2024
1/16/2019,Infused (edible),Each,412,43836.41,1611,43836.41,0,0,1611,3/22/2024
1/16/2019,Buds,Grams,412,211556.3,0,0,14592.87,211556.3,14592.87,3/22/2024
1/16/2019,Buds,Each,412,13219.72,1118,13219.72,0,0,1118,3/22/2024
1/16/2019,Concentrate,Each,412,11165.01,127,11165.01,0,0,127,3/22/2024
1/16/2019,Infused (non-edible),Each,412,36856.64,517,36856.64,0,0,517,3/22/2024
1/16/2019,Concentrate,Grams,412,3106,0,0,51,3106,51,3/22/2024
1/16/2019,Kief,Grams,412,219.6,0,0,8,219.6,8,3/22/2024
1/17/2019,Buds,Grams,421,239894.18,0,0,16366.16,239894.18,16366.16,3/22/2024
1/17/2019,Concentrate,Each,421,7820.02,93,7820.02,0,0,93,3/22/2024
1/17/2019,Buds,Each,421,17842.22,1498,17842.22,0,0,1498,3/22/2024
1/17/2019,Shake/Trim (by strain),Grams,421,4189.2,0,0,263.5,4189.2,263.5,3/22/2024
1/17/2019,Concentrate (Each),Each,421,157900.94,2632,157900.94,0,0,2632,3/22/2024
1/17/2019,Infused (edible),Each,421,55056.42,1900,55056.42,0,0,1900,3/22/2024
1/17/2019,Infused (non-edible),Each,421,44687.88,587,44687.88,0,0,587,3/22/2024
1/17/2019,Concentrate,Grams,421,4512,0,0,71,4512,71,3/22/2024
1/18/2019,Infused (edible),Each,429,63553.64,2176,63553.64,0,0,2176,3/22/2024
1/18/2019,Shake/Trim (by strain),Grams,429,8629.33,0,0,554,8629.33,554,3/22/2024
1/18/2019,Buds,Grams,429,263054.39,0,0,17955.64,263054.39,17955.64,3/22/2024
1/18/2019,Concentrate,Grams,429,4215.8,0,0,66,4215.8,66,3/22/2024
1/18/2019,Concentrate (Each),Each,429,214511.62,3604,214511.62,0,0,3604,3/22/2024
1/18/2019,Infused (non-edible),Each,429,29739.35,403,29739.35,0,0,403,3/22/2024
1/18/2019,Concentrate,Each,429,4880,80,4880,0,0,80,3/22/2024
1/18/2019,Buds,Each,429,25141.82,2102,25141.82,0,0,2102,3/22/2024
1/19/2019,Concentrate (Each),Each,437,229799.84,3916,229799.84,0,0,3916,3/22/2024
1/19/2019,Concentrate,Grams,437,4462.5,0,0,62.5,4462.5,62.5,3/22/2024
1/19/2019,Infused (non-edible),Each,437,37829.66,558,37829.66,0,0,558,3/22/2024
1/19/2019,Buds,Grams,437,293398.07,0,0,19995.87,293398.07,19995.87,3/22/2024
1/19/2019,Shake/Trim (by strain),Grams,437,13031.88,0,0,840.25,13031.88,840.25,3/22/2024
1/19/2019,Infused (edible),Each,437,72777.87,2700,72777.87,0,0,2700,3/22/2024
1/19/2019,Buds,Each,437,23788.66,2005,23788.66,0,0,2005,3/22/2024
1/19/2019,Concentrate,Each,437,5800.49,99,5800.49,0,0,99,3/22/2024
1/20/2019,Infused (edible),Each,445,13465.73,496,13465.73,0,0,496,3/22/2024
1/20/2019,Concentrate,Each,445,1820,29,1820,0,0,29,3/22/2024
1/20/2019,Buds,Each,445,5017.82,429,5017.82,0,0,429,3/22/2024
1/20/2019,Concentrate (Each),Each,445,54714.59,1061,54714.59,0,0,1061,3/22/2024
1/20/2019,Concentrate,Grams,445,2139.6,0,0,29,2139.6,29,3/22/2024
1/20/2019,Infused (non-edible),Each,445,17646.2,258,17646.2,0,0,258,3/22/2024
1/20/2019,Shake/Trim (by strain),Grams,445,7249.56,0,0,471,7249.56,471,3/22/2024
1/20/2019,Buds,Grams,445,86471.39,0,0,5943.48,86471.39,5943.48,3/22/2024
1/21/2019,Infused (edible),Each,453,41941.7,1585,41941.7,0,0,1585,3/22/2024
1/21/2019,Infused (non-edible),Each,453,38746.88,625,38746.88,0,0,625,3/22/2024
1/21/2019,Buds,Each,453,11457.62,960,11457.62,0,0,960,3/22/2024
1/21/2019,Buds,Grams,453,193425.85,0,0,13317.73,193425.85,13317.73,3/22/2024
1/21/2019,Concentrate,Grams,453,517.5,0,0,10.5,517.5,10.5,3/22/2024
1/21/2019,Concentrate,Each,453,2819.78,47,2819.78,0,0,47,3/22/2024
1/21/2019,Concentrate (Each),Each,453,147487.04,2758,147487.04,0,0,2758,3/22/2024
1/21/2019,Shake/Trim (by strain),Grams,453,375,0,0,25,375,25,3/22/2024
1/22/2019,Shake/Trim (by strain),Grams,461,5829.6,0,0,373,5829.6,373,3/22/2024
1/22/2019,Concentrate (Each),Each,461,145427.64,2645,145427.64,0,0,2645,3/22/2024
1/22/2019,Infused (edible),Each,461,41680.42,1496,41680.42,0,0,1496,3/22/2024
1/22/2019,Buds,Each,461,11891.58,994,11891.58,0,0,994,3/22/2024
1/22/2019,Buds,Grams,461,222523.4,0,0,15093.87,222523.4,15093.87,3/22/2024
1/22/2019,Concentrate,Grams,461,1923,0,0,28.5,1923,28.5,3/22/2024
1/22/2019,Infused (non-edible),Each,461,32530.84,492,32530.84,0,0,492,3/22/2024
1/22/2019,Concentrate,Each,461,2220,37,2220,0,0,37,3/22/2024
1/23/2019,Concentrate (Each),Each,469,162304.03,2893,162304.03,0,0,2893,3/22/2024
1/23/2019,Infused (non-edible),Each,469,38954.74,612,38954.74,0,0,612,3/22/2024
1/23/2019,Concentrate,Grams,469,2732.5,0,0,38.5,2732.5,38.5,3/22/2024
1/23/2019,Buds,Each,469,11780.65,991,11780.65,0,0,991,3/22/2024
1/23/2019,Infused (edible),Each,469,47497.92,1742,47497.92,0,0,1742,3/22/2024
1/23/2019,Shake/Trim (by strain),Grams,469,4851.6,0,0,311.25,4851.6,311.25,3/22/2024
1/23/2019,Buds,Grams,469,254691.19,0,0,17555.82,254691.19,17555.82,3/22/2024
1/23/2019,Concentrate,Each,469,274.74,8,274.74,0,0,8,3/22/2024
1/24/2019,Shake/Trim (by strain),Grams,477,4002,0,0,256.75,4002,256.75,3/22/2024
1/24/2019,Concentrate,Each,477,180,3,180,0,0,3,3/22/2024
1/24/2019,Concentrate (Each),Each,477,154851.42,2767,154851.42,0,0,2767,3/22/2024
1/24/2019,Infused (non-edible),Each,477,34358.73,619,34358.73,0,0,619,3/22/2024
1/24/2019,Buds,Grams,477,259372.61,0,0,17705.39,259372.61,17705.39,3/22/2024
1/24/2019,Buds,Each,477,14734.85,1237,14734.85,0,0,1237,3/22/2024
1/24/2019,Concentrate,Grams,477,3185.5,0,0,52,3185.5,52,3/22/2024
1/24/2019,Infused (edible),Each,477,43980.5,1658,43980.5,0,0,1658,3/22/2024
1/25/2019,Shake/Trim (by strain),Grams,485,5982.9,0,0,385.75,5982.9,385.75,3/22/2024
1/25/2019,Infused (edible),Each,485,91565.11,4009,91565.11,0,0,4009,3/22/2024
1/25/2019,Concentrate,Grams,485,1896.96,0,0,31.5,1896.96,31.5,3/22/2024
1/25/2019,Concentrate,Each,485,170.01,5,170.01,0,0,5,3/22/2024
1/25/2019,Buds,Each,485,20817.96,1742,20817.96,0,0,1742,3/22/2024
1/25/2019,Concentrate (Each),Each,485,230539.53,4207,230539.53,0,0,4207,3/22/2024
1/25/2019,Buds,Grams,485,338287.96,0,0,23075.06,338287.96,23075.06,3/22/2024
1/25/2019,Infused (non-edible),Each,485,28463.21,453,28463.21,0,0,453,3/22/2024
1/26/2019,Infused (edible),Each,493,93621.64,4325,93621.64,0,0,4325,3/22/2024
1/26/2019,Shake/Trim (by strain),Grams,493,5202,0,0,331,5202,331,3/22/2024
1/26/2019,Concentrate,Grams,493,2620.2,0,0,42.5,2620.2,42.5,3/22/2024
1/26/2019,Infused (non-edible),Each,493,31505.91,463,31505.91,0,0,463,3/22/2024
1/26/2019,Concentrate,Each,493,18573.52,217,18573.52,0,0,217,3/22/2024
1/26/2019,Buds,Each,493,24811.28,2096,24811.28,0,0,2096,3/22/2024
1/26/2019,Concentrate (Each),Each,493,260461.65,4772,260461.65,0,0,4772,3/22/2024
1/26/2019,Kief,Grams,493,390,0,0,16,390,16,3/22/2024
1/26/2019,Buds,Grams,493,357142.67,0,0,24107.6,357142.67,24107.6,3/22/2024
1/27/2019,Shake/Trim (by strain),Grams,502,3706,0,0,244.5,3706,244.5,3/22/2024
1/27/2019,Infused (non-edible),Each,502,35365.86,483,35365.86,0,0,483,3/22/2024
1/27/2019,Concentrate,Each,502,9691.97,145,9691.97,0,0,145,3/22/2024
1/27/2019,Kief,Grams,502,850,0,0,34,850,34,3/22/2024
1/27/2019,Buds,Each,502,17437.11,1461,17437.11,0,0,1461,3/22/2024
1/27/2019,Infused (edible),Each,502,70978.85,3291,70978.85,0,0,3291,3/22/2024
1/27/2019,Buds,Grams,502,291941.27,0,0,19871,291941.27,19871,3/22/2024
1/27/2019,Concentrate,Grams,502,3186,0,0,47,3186,47,3/22/2024
1/27/2019,Concentrate (Each),Each,502,199054.11,3507,199054.11,0,0,3507,3/22/2024
1/27/2019,Shake/Trim (by strain),Each,502,1439,97,1439,0,0,97,3/22/2024
1/28/2019,Concentrate,Grams,512,1518,0,0,23,1518,23,3/22/2024
1/28/2019,Buds,Each,512,12253,1022,12253,0,0,1022,3/22/2024
1/28/2019,Concentrate,Each,512,9294.24,127,9294.24,0,0,127,3/22/2024
1/28/2019,Concentrate (Each),Each,512,147609.32,2622,147609.32,0,0,2622,3/22/2024
1/28/2019,Infused (non-edible),Each,512,27203.53,350,27203.53,0,0,350,3/22/2024
1/28/2019,Shake/Trim (by strain),Grams,512,3708.34,0,0,302.45,3708.34,302.45,3/22/2024
1/28/2019,Shake/Trim (by strain),Each,512,1029,69,1029,0,0,69,3/22/2024
1/28/2019,Buds,Grams,512,265051.41,0,0,18312.04,265051.41,18312.04,3/22/2024
1/28/2019,Kief,Grams,512,415,0,0,17,415,17,3/22/2024
1/28/2019,Infused (edible),Each,512,55021.2,2276,55021.2,0,0,2276,3/22/2024
1/29/2019,Infused (non-edible),Each,522,31804.7,415,31804.7,0,0,415,3/22/2024
1/29/2019,Shake/Trim (by strain),Each,522,9,1,9,0,0,1,3/22/2024
1/29/2019,Kief,Grams,522,800,0,0,32,800,32,3/22/2024
1/29/2019,Infused (edible),Each,522,39433.64,1637,39433.64,0,0,1637,3/22/2024
1/29/2019,Concentrate (Each),Each,522,123775.71,2171,123775.71,0,0,2171,3/22/2024
1/29/2019,Concentrate,Each,522,2257.51,39,2257.51,0,0,39,3/22/2024
1/29/2019,Buds,Grams,522,222782.2,0,0,15439.67,222782.2,15439.67,3/22/2024
1/29/2019,Shake/Trim (by strain),Grams,522,1206,0,0,90,1206,90,3/22/2024
1/29/2019,Buds,Each,522,9120.66,772,9120.66,0,0,772,3/22/2024
1/29/2019,Concentrate,Grams,522,1661,0,0,30.5,1661,30.5,3/22/2024
1/30/2019,Buds,Grams,532,204406.31,0,0,14098.5,204406.31,14098.5,3/22/2024
1/30/2019,Kief,Grams,532,800,0,0,32,800,32,3/22/2024
1/30/2019,Infused (non-edible),Each,532,29587,388,29587,0,0,388,3/22/2024
1/30/2019,Concentrate,Each,532,25,1,25,0,0,1,3/22/2024
1/30/2019,Infused (edible),Each,532,39797.29,1918,39797.29,0,0,1918,3/22/2024
1/30/2019,Concentrate (Each),Each,532,129190.53,2338,129190.53,0,0,2338,3/22/2024
1/30/2019,Buds,Each,532,8861.57,749,8861.57,0,0,749,3/22/2024
1/30/2019,Shake/Trim (by strain),Grams,532,2022,0,0,183.25,2022,183.25,3/22/2024
1/30/2019,Concentrate,Grams,532,2716,0,0,39,2716,39,3/22/2024
1/31/2019,Concentrate,Grams,541,2931,0,0,44.5,2931,44.5,3/22/2024
1/31/2019,Shake/Trim (by strain),Grams,541,2316,0,0,209.75,2316,209.75,3/22/2024
1/31/2019,Infused (non-edible),Each,541,35409,504,35409,0,0,504,3/22/2024
1/31/2019,Buds,Grams,541,250752.05,0,0,17335.5,250752.05,17335.5,3/22/2024
1/31/2019,Concentrate,Each,541,25,1,25,0,0,1,3/22/2024
1/31/2019,Concentrate (Each),Each,541,169234.03,2956,169234.03,0,0,2956,3/22/2024
1/31/2019,Kief,Grams,541,50,0,0,2,50,2,3/22/2024
1/31/2019,Infused (edible),Each,541,55603.89,2640,55603.89,0,0,2640,3/22/2024
1/31/2019,Buds,Each,541,14006.43,1192,14006.43,0,0,1192,3/22/2024
2/1/2019,Infused (edible),Each,550,77958.17,3729,77958.17,0,0,3729,3/22/2024
2/1/2019,Infused (non-edible),Each,550,39050,573,39050,0,0,573,3/22/2024
2/1/2019,Concentrate,Grams,550,3065.4,0,0,47,3065.4,47,3/22/2024
2/1/2019,Buds,Each,550,24435.9,2056,24435.9,0,0,2056,3/22/2024
2/1/2019,Shake/Trim (by strain),Grams,550,5080.62,0,0,324.75,5080.62,324.75,3/22/2024
2/1/2019,Concentrate (Each),Each,550,208200.68,3919,208200.68,0,0,3919,3/22/2024
2/1/2019,Concentrate,Each,550,20125.11,205,20125.11,0,0,205,3/22/2024
2/1/2019,Buds,Grams,550,349111.42,0,0,22818.5,349111.42,22818.5,3/22/2024
2/2/2019,Concentrate,Grams,558,4038.8,0,0,59,4038.8,59,3/22/2024
2/2/2019,Concentrate,Each,558,22108.88,230,22108.88,0,0,230,3/22/2024
2/2/2019,Concentrate (Each),Each,558,234150.87,4401,234150.87,0,0,4401,3/22/2024
2/2/2019,Shake/Trim (by strain),Grams,558,9699,0,0,603,9699,603,3/22/2024
2/2/2019,Infused (edible),Each,558,102460.06,4817,102460.06,0,0,4817,3/22/2024
2/2/2019,Infused (non-edible),Each,558,41592,636,41592,0,0,636,3/22/2024
2/2/2019,Buds,Each,558,22406.24,1905,22406.24,0,0,1905,3/22/2024
2/2/2019,Buds,Grams,558,391914.49,0,0,26616.26,391914.49,26616.26,3/22/2024
2/3/2019,Infused (edible),Each,566,49330.35,2086,49330.35,0,0,2086,3/22/2024
2/3/2019,Concentrate (Each),Each,566,169576.76,3349,169576.76,0,0,3349,3/22/2024
2/3/2019,Infused (non-edible),Each,566,35360.01,514,35360.01,0,0,514,3/22/2024
2/3/2019,Buds,Grams,566,256825.78,0,0,17995.55,256825.78,17995.55,3/22/2024
2/3/2019,Concentrate,Grams,566,2052,0,0,27,2052,27,3/22/2024
2/3/2019,Buds,Each,566,14986.24,1269,14986.24,0,0,1269,3/22/2024
2/3/2019,Shake/Trim (by strain),Grams,566,3862.18,0,0,242.45,3862.18,242.45,3/22/2024
2/3/2019,Concentrate,Each,566,15316.27,157,15316.27,0,0,157,3/22/2024
2/4/2019,Concentrate,Grams,574,1958,0,0,25,1958,25,3/22/2024
2/4/2019,Buds,Each,574,12466.27,1057,12466.27,0,0,1057,3/22/2024
2/4/2019,Infused (non-edible),Each,574,30095,459,30095,0,0,459,3/22/2024
2/4/2019,Concentrate,Each,574,11356.44,115,11356.44,0,0,115,3/22/2024
2/4/2019,Buds,Grams,574,247443.49,0,0,17229.62,247443.49,17229.62,3/22/2024
2/4/2019,Concentrate (Each),Each,574,164512.93,3117,164512.93,0,0,3117,3/22/2024
2/4/2019,Shake/Trim (by strain),Grams,574,4801.2,0,0,320,4801.2,320,3/22/2024
2/4/2019,Kief,Grams,574,475,0,0,19,475,19,3/22/2024
2/4/2019,Infused (edible),Each,574,49908.41,2157,49908.41,0,0,2157,3/22/2024
2/5/2019,Infused (non-edible),Each,583,26255.01,345,26255.01,0,0,345,3/22/2024
2/5/2019,Buds,Grams,583,241974.19,0,0,16667.35,241974.19,16667.35,3/22/2024
2/5/2019,Shake/Trim (by strain),Grams,583,6522,0,0,408.5,6522,408.5,3/22/2024
2/5/2019,Concentrate,Grams,583,1958.4,0,0,25,1958.4,25,3/22/2024
2/5/2019,Concentrate (Each),Each,583,155534.49,2896,155534.49,0,0,2896,3/22/2024
2/5/2019,Concentrate,Each,583,1100,11,1100,0,0,11,3/22/2024
2/5/2019,Infused (edible),Each,583,47016.76,2048,47016.76,0,0,2048,3/22/2024
2/5/2019,Kief,Grams,583,950,0,0,38,950,38,3/22/2024
2/5/2019,Buds,Each,583,10953.14,929,10953.14,0,0,929,3/22/2024
2/6/2019,Concentrate,Each,592,300,3,300,0,0,3,3/22/2024
2/6/2019,Kief,Grams,592,1025,0,0,41,1025,41,3/22/2024
2/6/2019,Buds,Each,592,12735.73,1068,12735.73,0,0,1068,3/22/2024
2/6/2019,Shake/Trim (by strain),Grams,592,5369.4,0,0,378.5,5369.4,378.5,3/22/2024
2/6/2019,Buds,Grams,592,239460.08,0,0,16680.6,239460.08,16680.6,3/22/2024
2/6/2019,Concentrate,Grams,592,1992,0,0,24,1992,24,3/22/2024
2/6/2019,Concentrate (Each),Each,592,152336.62,2869,152336.62,0,0,2869,3/22/2024
2/6/2019,Infused (non-edible),Each,592,26220.8,382,26220.8,0,0,382,3/22/2024
2/6/2019,Infused (edible),Each,592,55463.21,2450,55463.21,0,0,2450,3/22/2024
2/7/2019,Infused (non-edible),Each,601,30490.03,483,30490.03,0,0,483,3/22/2024
2/7/2019,Concentrate,Grams,601,2262,0,0,27,2262,27,3/22/2024
2/7/2019,Infused (edible),Each,601,67773.09,6882,67773.09,0,0,6882,3/22/2024
2/7/2019,Concentrate (Each),Each,601,183338.58,3426,183338.58,0,0,3426,3/22/2024
2/7/2019,Buds,Grams,601,256175.2,0,0,17680.59,256175.2,17680.59,3/22/2024
2/7/2019,Buds,Each,601,14842.92,1257,14842.92,0,0,1257,3/22/2024
2/7/2019,Shake/Trim (by strain),Grams,601,4169.58,0,0,269.25,4169.58,269.25,3/22/2024
2/7/2019,Kief,Grams,601,50,0,0,2,50,2,3/22/2024
2/8/2019,Buds,Each,609,20581.11,1731,20581.11,0,0,1731,3/22/2024
2/8/2019,Buds,Grams,609,314513.92,0,0,21593.25,314513.92,21593.25,3/22/2024
2/8/2019,Concentrate (Each),Each,609,271962.13,5172,271962.13,0,0,5172,3/22/2024
2/8/2019,Infused (non-edible),Each,609,41454,611,41454,0,0,611,3/22/2024
2/8/2019,Shake/Trim (by strain),Grams,609,5826,0,0,381,5826,381,3/22/2024
2/8/2019,Concentrate,Grams,609,2406,0,0,28,2406,28,3/22/2024
2/8/2019,Infused (edible),Each,609,86697.92,5922,86697.92,0,0,5922,3/22/2024
2/9/2019,Buds,Grams,616,364116.82,0,0,24836.75,364116.82,24836.75,3/22/2024
