id,licenseNumber,licenseStatus,licenseTerm,licenseType,licenseDesignation,issueDate,expirationDate,licenseStatusDate,businessLegalName,businessDbaName,businessOwnerName,businessStructure,activity,premiseStreetAddress,premiseCity,premiseState,premiseCounty,premiseZipCode,businessEmail,businessPhone,parcelNumber,PremiseLatitude,PremiseLongitude
4075,C10-0000064-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,5/17/2019 0:00,5/16/2024 0:00,5/17/2019 0:00,"Hueneme Patient Consumer Collective, LLC.",HPC- Hueneme Patient Collective,Beth Thuna,Limited Liability Company,Data Not Available,501 Channel Islands Blvd W,Port Hueneme,CA,Ventura,93041,Marwayconsults@gmail.Com,(805) 203-3016,Data Not Available,34.17600658,-119.2120034
4076,C10-0000065-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,5/17/2019 0:00,5/16/2024 0:00,5/17/2019 0:00,"Homeopathic Cultivation, Inc",Desert Kush,"John Ramistella, Nicholas Kacha",Corporation,Data Not Available,36633 Cathedral Canyon Dr,Cathedral CTY,CA,Riverside,92234,Contact@mefarmacy.Com,(760) 832-8348,Data Not Available,33.782396,-116.467322
4077,C10-0000066-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,5/17/2019 0:00,5/16/2024 0:00,5/17/2019 0:00,Gravenstein 116 LLC,Solful,"Eli Melrod, Peter Dickstein, Richard McNally",Limited Liability Company,Data Not Available,785 Gravenstein Hwy S,Sebastopol,CA,Sonoma,95472,Eli@solful.Com,(415) 794-3363,Data Not Available,38.39483884,-122.8185487
4078,C10-0000067-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,5/19/2019 0:00,5/18/2024 0:00,5/19/2019 0:00,Element 7 Cathedral City Inc,Element 7 Cathedral City Inc,Robert  DiVito,Corporation,Data Not Available,68945 Vista Chino,Cathedral CTY,CA,Riverside,92234,Remedyinc.Meds@gmail.Com,(760) 832-7083,Data Not Available,33.844691,-116.459557
4079,C10-0000068-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,5/20/2019 0:00,5/19/2024 0:00,5/20/2019 0:00,Hah 5 LLC,Have a Heart CC,"Jay Henderson, Joshua Chase",Limited Liability Company,Data Not Available,721 Broadway,Oakland,CA,Alameda,94607,Core@haveaheartcc.Com,(510) 333-6835,Data Not Available,37.7998443,-122.2742875
4080,C10-0000069-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,5/20/2019 0:00,5/19/2024 0:00,5/22/2023 0:00,Purple Heart Patient Center,Purple Heart,Keith Stephenson,Corporation,Data Not Available,415 4th St,Oakland,CA,Alameda,94607,Keithstepson@hotmail.Com,(510) 774-6727,Data Not Available,37.79689308,-122.2747917
4081,C10-0000070-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,5/20/2019 0:00,5/19/2024 0:00,4/2/2021 0:00,Hah 1 LLC,Have a Heart CC,"Adam Levin, Jay  Henderson, Ryan Kunkel",Limited Liability Company,Data Not Available,1894 Hobsonway E,Blythe,CA,Riverside,92225,Core@haveaheartcc.Com,(206) 889-0583,Data Not Available,33.610408,-114.571211
4082,C10-0000071-LIC,Surrendered,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,5/20/2019 0:00,5/19/2023 0:00,9/8/2022 0:00,Mary Jane's Collective Caregivers,Mary Jane's Collective Caregivers,Richard Warren,Corporation,Data Not Available,4901 Melrose Ave,Los Angeles,CA,Los Angeles,90029,Coletrickle36@yahoo.Com,(714) 614-6220,Data Not Available,34.083773,-118.307088
4083,C10-0000072-LIC,Surrendered,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,5/20/2019 0:00,5/19/2024 0:00,2/21/2024 0:00,Mcflower Corporation,Emjay,"Brent  Cox, Christopher Vaughn, Daniel Leeb, Michael Steinberg, Omar Mangalji",Corporation,Data Not Available,345 Fairfax Ave N,Los Angeles,CA,Los Angeles,90036,Mcflower@heyemjay.Com,(323) 801-8321,Data Not Available,34.077542,-118.361662
4084,C10-0000073-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,5/21/2019 0:00,5/20/2024 0:00,5/21/2019 0:00,Black Oak Gallery,Blum,"Eric  Baum, Nick Kovacevich, Patty Chan, Robert Baca, Sabas  Carrillo",Corporation,Data Not Available,578 Grand Ave W,Oakland,CA,Alameda,94612,Businesscontact@unrivaledbrands.Com,(510) 338-4447,Data Not Available,37.812477,-122.270794
4085,C10-0000074-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,5/22/2019 0:00,5/21/2024 0:00,5/22/2019 0:00,"Sb License 01, LLC",Captain Jacks,Jake Welty,Limited Liability Company,Data Not Available,100 Hospitality Ln W,San Bernardino,CA,San Bernardino,92408,Info@captainjacks420.Com,(909) 381-6400,Data Not Available,34.066117,-117.285745
4086,C10-0000075-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,5/22/2019 0:00,5/21/2024 0:00,1/4/2022 0:00,"Bud Relief, Inc.","BUD RELIEF, INC.","HANI RAFEH, James Gillespie, William Gillespie",Corporation,Data Not Available,715 Ocean Ave E,Lompoc,CA,Santa Barbara,93436,Hailo19@hotmail.Com,(805) 294-0220,Data Not Available,34.63934,-120.455635
4087,C10-0000076-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,5/22/2019 0:00,5/21/2024 0:00,5/22/2019 0:00,"Valley Greens Retail Outlet, Inc.",March and Ash,"Blake Marchand, Breton Peace, Courtney Chamberlin, Greg Darling, Jonathan  Saco",Corporation,Data Not Available,2835 Camino Del Rio S,San Diego,CA,San Diego,92108,Bret@marchandash.Com,(619) 504-2424,Data Not Available,32.769733,-117.132849
4088,C10-0000077-LIC,Surrendered,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,5/22/2019 0:00,5/21/2020 0:00,1/6/2022 0:00,Heritage Holding Of California Inc,Artifact,"Amy Rouse-Vittum, Joshua Keats, Michael Clifton, Michael Warm, Mina Mishrikey",Corporation,Data Not Available,44650 N 101 Hwy,Laytonville,CA,Mendocino,95454,Joshuakeats@gmail.Com,(707) 841-6023,Data Not Available,39.68390771,-123.4781024
4089,C10-0000078-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,5/22/2019 0:00,5/21/2025 0:00,5/22/2019 0:00,"Eshd, Inc",Green Mammoth,"Don Wright, Kathryn Wright",Corporation,Data Not Available,94 Laurel Mountain Rd E,Mammoth Lakes,CA,Mono,93546,Juneya1980@gmail.Com,(760) 709-2548,Data Not Available,37.64520817,-118.9679894
4090,C10-0000079-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,5/23/2019 0:00,5/22/2024 0:00,5/23/2019 0:00,"The Grove La Mesa, Inc.",The Grove,Sean McDermott,Corporation,Data Not Available,8155 Center St,La Mesa,CA,San Diego,91942,Sean@thegroveca.Com,(619) 342-6500,Data Not Available,32.77150501,-117.0215699
4091,C10-0000080-LIC,Active,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,5/23/2019 0:00,5/22/2024 0:00,5/27/2020 0:00,Socal's Choice Inc.,SoCal's Choice Inc,"Bruce Spencer, Eric Minicucci, Jeanne Stewart, Keith Fuller, Martin Reavh, Moshe Moyal, Robert McKee, Tory Dapello",Corporation,Data Not Available,118 S H St,Lompoc,CA,Santa Barbara,93436,Socalschoiceinc@gmail.Com,(805) 701-9970,Data Not Available,34.63809808,-120.4574906
4092,C10-0000081-LIC,Active,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,5/23/2019 0:00,5/22/2024 0:00,5/23/2019 0:00,"Delta 9 Thc, LLC",Delta 9 THC,"Javier  Montes, Jeremy Thomas",Limited Liability Company,Data Not Available,824 E Anaheim St,Wilmington,CA,Los Angeles,90744,Javier227@yahoo.Com,(310) 408-9621,Data Not Available,33.77996044,-118.2523556
4093,C10-0000082-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,5/23/2019 0:00,5/22/2024 0:00,5/23/2019 0:00,Maywood Green Solutions LLC,Haven Cannabis Marijuana and Weed Dispensary - Maywood,"Mark  Simonian, Toby Dowling",Limited Liability Company,Data Not Available,3951 Slauson Ave,Maywood,CA,Los Angeles,90270,Licensing@nextgenenterprises.Biz,(562) 280-7414,Data Not Available,33.988318,-118.194825
4094,C10-0000084-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,5/24/2019 0:00,5/23/2024 0:00,5/24/2019 0:00,"The Coachella Lighthouse, LLC","THE COACHELLA LIGHTHOUSE, LLC","Joseph Rubin, Zach Werner",Limited Liability Company,Data Not Available,84160 Avenue 48,Coachella,CA,Riverside,92236,Ckirk@lighthousedispensary.Com,(760) 574-3471,Data Not Available,33.70034007,-116.1858501
4095,C10-0000085-LIC,Active,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,5/27/2019 0:00,5/26/2024 0:00,5/27/2021 0:00,"Mission Hills Patients Collective, Inc.","Mission Hills Patients Collective, Inc.",Edgar Gevorgyan,Corporation,Data Not Available,18446 Hart St,Reseda,CA,Los Angeles,91335,Mhpcollective1@gmail.Com,(213) 618-4894,Data Not Available,34.20106506,-118.5404663
4096,C10-0000086-LIC,Expired,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,5/28/2019 0:00,5/27/2023 0:00,6/26/2023 0:00,"Norhtridge Caregivers Co-Op, Inc",HCMA,Larisa Li,Corporation,Data Not Available,11826 Sheldon St,Sun Valley,CA,Los Angeles,91352,Larisali999@gmail.Com,(818) 602-9315,Data Not Available,34.2408861,-118.3900257
4097,C10-0000087-LIC,Active,Annual,Commercial -  Retailer,Medicinal,5/28/2019 0:00,5/27/2024 0:00,5/28/2021 0:00,"Canopy Club, Inc.",Data Not Available,Ryan Howe,Corporation,Data Not Available,118 Milpas St N,Santa Barbara,CA,Santa Barbara,93103,Rhowe@canopysb.Com,(805) 895-2578,Data Not Available,34.423244,-119.680646
4098,C10-0000088-LIC,Active,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,5/28/2019 0:00,5/27/2024 0:00,5/28/2019 0:00,Honeydew Solutions Corp,Perfect Union,"Laythen Martines, Mansoor Zakaria, Thomas Cologna, Thomas Sheridan",Corporation,Data Not Available,2601 State St N,Ukiah,CA,Mendocino,95482,Licensing@mwgholdings.Com,(707) 298-8105,Data Not Available,39.183541,-123.209154
4099,C10-0000089-LIC,Expired,Annual,Commercial -  Retailer,Adult-Use and Medicinal,5/29/2019 0:00,5/28/2023 0:00,6/27/2023 0:00,"420 Express Delivery, Inc.",Data Not Available,"Kurt Keating, Linda Sampson",Corporation,Data Not Available,"12285 Palm Dr, #102",DSRT Hot SPGS,CA,Riverside,92240,Kurt@marapharm.Com,(206) 406-5563,Data Not Available,33.959293,-116.501714
13652,C10-0000090-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,5/29/2019 0:00,5/28/2024 0:00,5/29/2019 0:00,Ksp99 LLC,Pure Life,"Kelly Chiusano, Summer Bradley",Limited Liability Company,Data Not Available,537 Pleasant Valley Rd,Diamond SPGS,CA,El Dorado,95619,Healingpurelife@gmail.Com,(530) 622-7873,Data Not Available,38.69479995,-120.8133599
13653,C10-0000091-LIC,Expired,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,5/29/2019 0:00,5/28/2023 0:00,6/27/2023 0:00,"Smh Resources, Inc.",Data Not Available,George Smith,Corporation,Data Not Available,3403 Santa Rosa Ave,Santa Rosa,CA,Sonoma,95407,Ops@smhresourcesinc.Com,(707) 595-1823,Data Not Available,38.39391038,-122.7140958
13654,C10-0000092-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,5/29/2019 0:00,5/28/2024 0:00,11/7/2019 0:00,"Ie Gardens, Inc.","IE Gardens, Inc.",Nader Awad,Corporation,Data Not Available,4164 Perris Blvd N,Perris,CA,Riverside,92571,Iegardens17@gmail.Com,(951) 536-0816,Data Not Available,33.84731404,-117.2266948
13655,C10-0000093-LIC,Active,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,5/29/2019 0:00,5/28/2024 0:00,5/29/2019 0:00,"Kush Alley, Inc., A California Corporation","KUSH ALLEY, INC., A CALIFORNIA CORPORATION","Christopher Agrios, David Bosworth, Julius Giannini, William Brown",Corporation,Data Not Available,16733 Schoenborn St,North Hills,CA,Los Angeles,91343,Info@kushalleyca.Com,(818) 810-9642,Data Not Available,34.222743,-118.497877
13656,C10-0000094-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,5/29/2019 0:00,5/28/2024 0:00,5/29/2019 0:00,Desert Organic Solutions Collective,DESERT ORGANIC SOLUTIONS COLLECTIVE,"Aaron Johnson, Gordon Anderson, James Walker, Joseph Starr, Mark Waldron, Michal Holub",Corporation,Data Not Available,19486 Newhall St,Palm Springs,CA,Riverside,92258,Info@desertorganicsolutions.Com,(760) 288-4000,Data Not Available,33.906704,-116.549335
13657,C10-0000095-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,5/29/2019 0:00,5/28/2024 0:00,5/29/2019 0:00,"Datepalm111, LLC",The Vault Dispensary Lounge,"Corey  Eagle, Richard Eaton, Scott Robbins",Limited Liability Company,Data Not Available,35871 Date Palm Dr,Cathedral CTY,CA,Riverside,92234,Sales@enjoythevault.Com,(760) 206-6665,Data Not Available,33.788536,-116.458386
13658,C10-0000096-LIC,Surrendered,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,5/29/2019 0:00,5/28/2023 0:00,5/5/2023 0:00,Circle Of Hope Alliance,CIRCLE OF HOPE ALLIANCE,Roberto Luowen,Corporation,Data Not Available,16901 Roscoe Blvd,Northridge,CA,Los Angeles,91343,Circleofhopela@gmail.Com,(818) 359-0681,Data Not Available,34.221784,-118.501264
13659,C10-0000097-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,5/30/2019 0:00,5/29/2024 0:00,5/30/2019 0:00,Bi Supportive Services,Therapeutic Healthcare Collective,"Angilbert  Sarkis, carolina fernandez",Limited Liability Company,Data Not Available,5011 Soquel Dr,Soquel,CA,Santa Cruz,95073,Corp@thcsoquel.Com,(209) 238-9102,Data Not Available,36.988425,-121.952878
13660,C10-0000098-LIC,Active,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,5/30/2019 0:00,5/29/2024 0:00,6/9/2020 0:00,Universal Herbal Center LLC,The Marijuana Factory,"Danny Abdelmalak, Khalid Almudarris, William kamar",Limited Liability Company,Data Not Available,9155 Deering Ave N,Los Angeles,CA,Los Angeles,95311,Universalherbalcenter@gmail.Com,(310) 867-3853,Data Not Available,34.237298,-118.596764
13661,C10-0000099-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,5/31/2019 0:00,5/30/2024 0:00,5/31/2019 0:00,Sharp Source,KOLAS #106,Garib Karapetyan,Corporation,Data Not Available,6666 Fruitridge Rd,Sacramento,CA,Sacramento,95820,Experience@kolas.Com,(916) 476-4431,Data Not Available,38.524742,-121.424741
13662,C10-0000100-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,5/31/2019 0:00,5/30/2024 0:00,6/2/2021 0:00,All Natural Inc,"All Natural, Inc.",gerald roemer,Corporation,Data Not Available,4151 Shingle Rd S,Shingle SPGS,CA,El Dorado,95682,Allnaturalinc@yahoo.Com,(530) 676-4032,Data Not Available,38.6597,-120.935822
13663,C10-0000101-LIC,Active,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,5/31/2019 0:00,5/30/2024 0:00,5/31/2019 0:00,"Ryan Burns Collective, Inc.",The Lift,"Daphne Masin, David  Hofflich",Corporation,Data Not Available,2800 4th St E,Long Beach,CA,Los Angeles,90814,Entities@osirisco.Com,(415) 306-8320,Data Not Available,33.771494,-118.158696
13664,C10-0000102-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,5/31/2019 0:00,5/30/2024 0:00,5/31/2019 0:00,The Green Heart Collective. Org,The Green Heart,"Eleazar Duran, Gina Munday, Griselda Duran",Corporation,Data Not Available,625 Mount Shasta Blvd S,Mount Shasta,CA,Siskiyou,96067,Ginamunday@att.Net,(530) 941-0291,Data Not Available,41.30780202,-122.3114342
13665,C10-0000103-LIC,Active,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,5/31/2019 0:00,5/30/2024 0:00,5/31/2019 0:00,"55 Oc Collective, Inc.",Jungle Boys,Martin  Vivero,Corporation,Data Not Available,2911 Tech Ctr,Santa Ana,CA,Orange,92705,55occollective420@gmail.Com,(760) 814-7398,Data Not Available,33.705625,-117.855616
13666,C10-0000104-LIC,Surrendered,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,5/31/2019 0:00,5/30/2020 0:00,1/6/2022 0:00,"Herbal Pain Relief Center, Inc","HERBAL PAIN RELIEF CENTER, INC",David Vaysman,Corporation,Data Not Available,10736 N Sepulveda Blvd,Mission Hills,CA,Los Angeles,91345,Adhccenter@aol.Com,(818) 639-6028,Data Not Available,34.265322,-118.466849
13667,C10-0000105-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,5/31/2019 0:00,5/30/2024 0:00,5/31/2019 0:00,Kgmb LLC,Tree House,"Bryce Berryessa, John  Knight",Limited Liability Company,Data Not Available,3651 Soquel Dr,Soquel,CA,Santa Cruz,95073,Kyle@ourtreehouse.Io,(831) 818-2956,Data Not Available,36.987534,-121.967745
13668,C10-0000106-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,6/3/2019 0:00,6/2/2024 0:00,11/6/2019 0:00,Valiplug Inc,CALI KOSHER,Darron Silva,Corporation,Data Not Available,4725 Yosemite Blvd,Modesto,CA,Stanislaus,95357,Jdl272@yahoo.Com,(209) 216-8966,Data Not Available,37.638602,-120.907913
13669,C10-0000107-LIC,Active,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,6/3/2019 0:00,6/2/2024 0:00,6/3/2019 0:00,"Kb Collective For Compassion And Care, Inc.",The Kind Center,Lisa Crockett,Corporation,Data Not Available,1944 N Cahuenga Blvd,Los Angeles,CA,Los Angeles,90068,Kindcenter420@gmail.Com,(323) 318-9053,Data Not Available,34.10657136,-118.3303276
13670,C10-0000108-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,6/3/2019 0:00,6/2/2024 0:00,6/8/2020 0:00,Phog Center LLC,Data Not Available,Jesus Sahagun,Limited Liability Company,Data Not Available,2270 Palmetto Ave,Pacifica,CA,San Mateo,94044,Jesus@phogcenter.Com,(650) 218-8583,Data Not Available,37.63161173,-122.4925515
18228,C10-0000109-LIC,Active,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,6/4/2019 0:00,6/3/2024 0:00,6/8/2021 0:00,Golden State Patient Care LLC,Data Not Available,James Dion,Limited Liability Company,Data Not Available,233 State Highway 174,Colfax,CA,Placer,95713,Gspcdispensary@gmail.Com,(530) 512-5183,Data Not Available,39.097426,-120.950272
18258,C10-0000110-LIC,Expired,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,6/4/2019 0:00,6/3/2020 0:00,7/13/2020 0:00,"Cp Logistics, LLC",Data Not Available,"Kevin  Wilkerson, Mary Patton, Sean Burgess",Limited Liability Company,Data Not Available,69375 Ramon Rd,Cathedral CTY,CA,Riverside,92234,S.Burgess@true-Vision.Co,(510) 557-4110,Data Not Available,33.81529898,-116.4532894
18259,C10-0000111-LIC,Surrendered,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,6/4/2019 0:00,6/3/2022 0:00,5/4/2022 0:00,C.C.R.C. Inc.,Davis Cannabis Collective (DCC),"Ashley Kammerer, Helge Theiss-Nyland, Kimberly Cargile",Corporation,Data Not Available,2121 2nd St,Davis,CA,Yolo,95618,Ashley.Daviscannabis@gmail.Com,(916) 230-4466,Data Not Available,38.54739624,-121.7244299
18260,C10-0000112-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,6/4/2019 0:00,6/3/2024 0:00,6/4/2019 0:00,"Olive Drive Enterprises, LLC",Stiiizy Retail Olive Drive,"Gregory Fink, James Kim, Melissa Sanchez, Richard Lobely, Susan Hoy, Tak Sato",Limited Liability Company,Data Not Available,965 Olive Dr,Davis,CA,Yolo,95616,Melissa@harvestlaw.Com,(310) 776-0517,Data Not Available,38.540313,-121.739941
18261,C10-0000113-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,6/4/2019 0:00,6/3/2024 0:00,6/4/2019 0:00,"Ukiah Valley Holistics, Inc",Cannavine,"Hrant Ekmekjian, Laila Ekmekjian, Michael Taylor",Corporation,Data Not Available,1230 Airport Park Blvd,Ukiah,CA,Mendocino,95482,Ukiahvalleyholistics@gmail.Com,(707) 599-1831,Data Not Available,39.131277,-123.19972
18262,C10-0000114-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,6/4/2019 0:00,6/3/2024 0:00,6/4/2019 0:00,530 Collective,530 CANNABIS,"Adam  Levin, JAMIE GARZOT, Jay Henderson",Corporation,Data Not Available,1550 Locust Ave,Shasta Lake,CA,Shasta,96019,Jamie@rootsconsulting.Net,(530) 949-0501,Data Not Available,40.681315,-122.369179
18263,C10-0000115-LIC,Active,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,6/4/2019 0:00,6/3/2024 0:00,6/4/2019 0:00,"3242 Enterprises, Inc.",The Spot,"Patty  Chan, Robert  Baca, Sabas Carrillo",Corporation,Data Not Available,3242 Halladay St,Santa Ana,CA,Orange,92705,Businesscontact@unrivaledbrands.Com,(203) 464-7709,Data Not Available,33.703549,-117.860929
18264,C10-0000116-LIC,Active,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,6/4/2019 0:00,6/3/2024 0:00,6/7/2023 0:00,"Downtown Collective, Inc.",Zen Noho,"Christopher Colon, Spencer Noecker",Corporation,Data Not Available,8151 W 3rd St,Los Angeles,CA,Los Angeles,90048,Complianceca@gw-Ind.Com,(971) 254-4290,Data Not Available,34.07255959,-118.3671053
18265,C10-0000117-LIC,Active,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,6/4/2019 0:00,6/3/2024 0:00,6/4/2019 0:00,"Wf Enterprises, Inc.",White Fire,"Darren Dysktra, Gavin  Kogan, Howard Fisher, Kasra Ajir, Mustafa 'Mike' Bitar, Omar Bitar",Corporation,Data Not Available,111 Old Tully Rd,San Jose,CA,Santa Clara,95111,Darrendykstra@gmail.Com,(408) 849-3706,Data Not Available,37.31526981,-121.8372418
18266,C10-0000118-LIC,Active,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,6/4/2019 0:00,6/3/2024 0:00,6/5/2023 0:00,Ashmoon Inc.,Hollywood High Grade,"David Draper Jr., Robert Draper",Corporation,Data Not Available,7051 Santa Monica Blvd W,Los Angeles,CA,Los Angeles,90038,Ashmooninc@gmail.Com,(916) 743-0789,Data Not Available,34.090956,-118.343201
18267,C10-0000119-LIC,Expired,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,6/4/2019 0:00,6/3/2021 0:00,7/3/2021 0:00,Mds Business Services LLC,The People's Remedy,"Mark Ponticelli, Marlowe Mercado",Limited Liability Company,Data Not Available,1350 Lone Palm Ave,Modesto,CA,Stanislaus,95351,Mponticelli209@gmail.Com,(209) 345-5360,Data Not Available,37.65456827,-121.0238085
18268,C10-0000120-LIC,Active,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,6/4/2019 0:00,6/3/2024 0:00,6/4/2020 0:00,"Adelanto Air Expressway, Inc.",High Season,"Martha Cuevas, Ramon Cuevas",Corporation,Data Not Available,12011 Air Expy,Adelanto,CA,San Bernardino,92301,Mike@montgomerysteele.Com,(909) 912-0145,Data Not Available,34.571576,-117.402677
